Año,Semana,Eventos o daños,Departamento,Distrito,Provincia,Ubigeo,Casos
2018,13,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,13,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,13,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,13,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,13,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,13,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,14,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,14,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,14,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,14,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,14,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,14,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,14,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,14,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,15,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,15,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,15,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,15,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,15,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,15,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,15,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,15,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,16,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,16,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,16,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,16,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,16,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,16,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,16,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,16,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,17,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,17,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,17,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,17,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,17,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,17,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,17,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,17,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,18,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,18,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,18,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,18,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,18,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,18,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,18,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,18,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,19,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,19,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,19,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,19,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,19,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,19,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,19,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,19,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,20,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,20,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,20,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,20,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,20,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,20,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,20,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,20,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,21,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,21,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,21,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,21,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,21,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,21,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,21,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,21,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,22,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,22,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,22,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,22,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,22,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,22,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,22,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,22,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,23,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,23,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,23,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,23,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,23,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,23,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,23,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,23,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,24,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,24,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,24,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2018,24,Dengue,ANCASH,HUARMEY,HUARMEY,21101,0
2018,24,Dengue,ANCASH,COISHCO,SANTA,21803,0
2018,24,Dengue,ANCASH,NEPEÑA,SANTA,21806,0
2018,24,Dengue,ANCASH,SANTA,SANTA,21808,0
2018,24,Dengue,ANCASH,NUEVO CHIMBOTE,SANTA,21809,0
2018,25,Dengue,ANCASH,CASMA,CASMA,20801,0
2018,25,Dengue,ANCASH,BUENA VISTA ALTA,CASMA,20802,0
2018,25,Dengue,ANCASH,COMANDANTE NOEL,CASMA,20803,0
2019,45,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,46,Dengue,ICA,PALPA,PALPA,110401,0
2019,46,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,47,Dengue,ICA,PALPA,PALPA,110401,0
2019,47,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,48,Dengue,ICA,PALPA,PALPA,110401,0
2019,48,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,49,Dengue,ICA,PALPA,PALPA,110401,0
2019,49,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,50,Dengue,ICA,PALPA,PALPA,110401,0
2019,50,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,51,Dengue,ICA,PALPA,PALPA,110401,0
2019,51,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,52,Dengue,ICA,PALPA,PALPA,110401,0
2019,52,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,53,Dengue,ICA,PALPA,PALPA,110401,0
2019,53,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,31,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,32,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,33,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,34,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,35,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,36,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,37,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,38,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,39,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,40,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,41,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,42,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,43,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,44,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,45,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,46,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,47,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,48,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,49,Dengue,LA LIBERTAD,CHICAMA,ASCOPE,130202,0
2019,15,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,16,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,17,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,18,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,19,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,20,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,21,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,22,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,23,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,24,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,24,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,25,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,25,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,26,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,26,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,27,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,27,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,28,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,28,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,29,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,29,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,30,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,30,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,31,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,31,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,32,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,32,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,32,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,33,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,33,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,33,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,34,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,34,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,34,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,35,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,35,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,35,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,36,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,36,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,36,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,37,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,37,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,37,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,38,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,38,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,38,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,39,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,39,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,39,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,40,Dengue,LAMBAYEQUE,PICSI,CHICLAYO,140111,0
2019,40,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,40,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,41,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,41,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,42,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,42,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,43,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,44,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,44,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,44,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,45,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,45,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,45,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,46,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,46,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,46,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,47,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,47,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,47,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,48,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,48,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,48,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,49,Dengue,LAMBAYEQUE,MONSEFU,CHICLAYO,140108,0
2019,49,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,50,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,50,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,51,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,51,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,52,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,52,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,53,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,53,Dengue,LAMBAYEQUE,LA VICTORIA,CHICLAYO,140106,0
2019,51,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,52,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,53,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,7,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,8,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,9,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,10,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,11,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,12,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,13,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,14,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,24,Dengue,PIURA,SULLANA,SULLANA,200601,1
2019,25,Dengue,PIURA,SULLANA,SULLANA,200601,1
2019,26,Dengue,PIURA,SULLANA,SULLANA,200601,1
2019,28,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,29,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,30,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,31,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,32,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,33,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,34,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,35,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,36,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,37,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,38,Dengue,PIURA,TAMBO GRANDE,PIURA,200114,1
2019,38,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,39,Dengue,PIURA,TAMBO GRANDE,PIURA,200114,0
2019,39,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,40,Dengue,PIURA,TAMBO GRANDE,PIURA,200114,0
2019,40,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,41,Dengue,PIURA,TAMBO GRANDE,PIURA,200114,0
2019,41,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,42,Dengue,PIURA,SULLANA,SULLANA,200601,1
2019,43,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,44,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,45,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,46,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,47,Dengue,PIURA,SULLANA,SULLANA,200601,1
2019,48,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,49,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,49,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,50,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,50,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,51,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,51,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,52,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,52,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,53,Dengue,PIURA,SULLANA,SULLANA,200601,0
2019,53,Dengue,PIURA,MANCORA,TALARA,200706,0
2019,12,Dengue,TUMBES,TUMBES,TUMBES,240101,0
2019,13,Dengue,TUMBES,TUMBES,TUMBES,240101,0
2019,14,Dengue,TUMBES,TUMBES,TUMBES,240101,0
2019,51,Dengue,TUMBES,CORRALES,TUMBES,240102,0
2019,52,Dengue,TUMBES,CORRALES,TUMBES,240102,0
2019,52,Dengue,TUMBES,ZORRITOS,CONTRALMIRANTE VILLAR,240201,0
2019,53,Dengue,TUMBES,CORRALES,TUMBES,240102,0
2019,53,Dengue,TUMBES,ZORRITOS,CONTRALMIRANTE VILLAR,240201,0
2019,26,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,45,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,46,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,47,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,48,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,49,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,50,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,52,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,53,Dengue,ANCASH,CASMA,CASMA,20801,0
2019,19,Dengue,ICA,PALPA,PALPA,110401,0
2019,20,Dengue,ICA,PALPA,PALPA,110401,0
2019,20,Dengue,ICA,SAN CLEMENTE,PISCO,110507,0
2019,21,Dengue,ICA,PALPA,PALPA,110401,0
2019,49,Dengue,ICA,PARCONA,ICA,110106,0
2019,50,Dengue,ICA,PARCONA,ICA,110106,0
2019,51,Dengue,ICA,PARCONA,ICA,110106,0
2019,52,Dengue,ICA,PARCONA,ICA,110106,0
2019,53,Dengue,ICA,PARCONA,ICA,110106,0
2019,9,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,10,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,11,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,12,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,13,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,14,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,15,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,16,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,17,Dengue,LA LIBERTAD,ASCOPE,ASCOPE,130201,0
2019,19,Dengue,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,140307,0
2019,20,Dengue,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,140307,0
2019,23,Dengue,LAMBAYEQUE,PUCALA,CHICLAYO,140119,0
2019,24,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,28,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,29,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,30,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,31,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,32,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,33,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,34,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,35,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,36,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,37,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,38,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,39,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,40,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,41,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,42,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,42,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,43,Dengue,LAMBAYEQUE,POMALCA,CHICLAYO,140118,0
2019,43,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,44,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,44,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,45,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,45,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,46,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,46,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,47,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,47,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,48,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,48,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,49,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,49,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,50,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,50,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,51,Dengue,LAMBAYEQUE,OYOTUN,CHICLAYO,140110,0
2019,51,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,51,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,52,Dengue,LAMBAYEQUE,OYOTUN,CHICLAYO,140110,0
2019,52,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,52,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,53,Dengue,LAMBAYEQUE,OYOTUN,CHICLAYO,140110,0
2019,53,Dengue,LAMBAYEQUE,TUMAN,CHICLAYO,140120,0
2019,53,Dengue,LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,FERREÑAFE,140204,0
2019,17,Dengue,LIMA,LURIGANCHO,LIMA,150118,2
2019,18,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,19,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,20,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,21,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,22,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,23,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,24,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,25,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,26,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,27,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,28,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,29,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,30,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,31,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,32,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,33,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,34,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,35,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,36,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,37,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,38,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,39,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,40,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,41,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,42,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,43,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,44,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2019,45,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
