AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,T211,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,TICUEST01,FACPOB07,NCONGLOME,SUB_CONGLOME
2023,09,017304,195,11,06,120608,7,7,20230173041951106,3,1,3,1,2, ,1,4, , , , , ,6,6,0, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,195,11,07,120608,7,7,20230173041951107,3,1,3,1,2, ,2,1, , , , , ,0,7,0, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,195,11,08,120608,7,7,20230173041951108,3,1,3,1,2, ,2,0,2, , , , ,0,8,0, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,01,120608,7,7,20230173041961101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,02,120608,7,7,20230173041961102,2,1,2,1,2, ,2,28, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,03,120608,7,7,20230173041961103,3,1,3,1,2, ,1,12, ,6,2,9, ,3,3,0, , , ,9, , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,04,120608,7,7,20230173041961104,3,1,3,1,2, ,1,9, , ,2,9, ,4,4,0, , , ,9, , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,05,120608,7,7,20230173041961105,3,1,3,1,2, ,2,6, , ,2,9, ,5,5,0, , , ,9, , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,06,120608,7,7,20230173041961106,3,1,3,1,2, ,2,4, , , , , ,6,6,0, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,196,11,07,120608,7,7,20230173041961107,3,1,3,1,2, ,1,0,2, , , , ,0,7,0, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,198,11,01,120608,7,7,20230173041981101,1,1,1,1,2, ,1,49, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,198,11,02,120608,7,7,20230173041981102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,198,11,03,120608,7,7,20230173041981103,3,1,3,1,2, ,1,14, ,6,2,9, ,3,3,3, , , ,9, , , , , , ,2,202.3330078125,32696,00
2023,09,017304,198,11,04,120608,7,7,20230173041981104,3,1,3,1,2, ,2,11, , ,2,4,8,4,4,0, , , ,4,971,9211,113,127,1,1,2,202.3330078125,32696,00
2023,09,017304,198,11,05,120608,7,7,20230173041981105,3,1,3,1,2, ,2,9, , ,2,4,7,5,5,0, , , ,4,971,9211,113,127,1,1,2,202.3330078125,32696,00
2023,09,017304,198,11,06,120608,7,7,20230173041981106,3,1,3,1,2, ,2,5, , ,2,4,4,6,6,0, , , ,4,971,9211,113,127,1,1,2,202.3330078125,32696,00
2023,09,017304,200,11,01,120608,7,7,20230173042001101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,200,11,02,120608,7,7,20230173042001102,2,1,2,1,2, ,2,26, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,200,11,03,120608,7,7,20230173042001103,3,1,3,1,2, ,2,7, , ,2,4,3,3,3,0, , , ,4,971,9211,111,113,1,1,2,202.3330078125,32696,00
2023,09,017304,200,11,04,120608,7,7,20230173042001104,3,1,3,1,2, ,2,0,2, , , , ,0,4,0, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,201,11,01,120608,7,7,20230173042011101,1,1,1,1,2, ,1,63, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32696,00
2023,09,017304,201,11,02,120608,7,7,20230173042011102,2,1,2,1,2, ,2,61, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32696,00
2023,05,017305,021,11,01,120601,7,8,20230173050211101,1,1,1,1,2, ,1,36, ,1, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,021,11,02,120601,7,8,20230173050211102,2,1,2,1,2, ,2,35, ,1, , , ,2,2,2, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,021,11,03,120601,7,8,20230173050211103,3,1,3,1,2, ,1,6, , ,2,9, ,3,3,0, , , ,9, , , , , , ,2,268.005859375,32591,00
2023,05,017305,021,11,04,120601,7,8,20230173050211104,3,1,3,1,2, ,2,0,7, , , , ,0,4,0, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,022,11,01,120601,7,8,20230173050221101,1,1,1,1,2, ,1,60, ,2, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,022,11,02,120601,7,8,20230173050221102,2,1,2,1,2, ,2,55, ,2, , , ,2,2,2, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,022,11,03,120601,7,8,20230173050221103,3,2,1,1,2, ,2,35, ,5, , , ,3,3,3, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,022,11,04,120601,7,8,20230173050221104,5,2,3,1,2, ,1,13, ,6,2,9, ,4,4,0, , , ,9, , , , , , ,2,268.005859375,32591,00
2023,05,017305,022,11,05,120601,7,8,20230173050221105,5,2,3,1,2, ,1,7, , ,2,9, ,5,5,0, , , ,9, , , , , , ,2,268.005859375,32591,00
2023,05,017305,023,11,01,120601,7,8,20230173050231101,1,0,1,1,2, ,1,39, ,5, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,024,11,01,120601,7,8,20230173050241101,1,1,1,1,2, ,1,66, ,2, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,024,11,02,120601,7,8,20230173050241102,2,1,2,1,2, ,2,66, ,2, , , ,2,2,2, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,056,11,01,120601,7,8,20230173050561101,1,0,1,1,2, ,1,84, ,6, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,057,11,01,120601,7,8,20230173050571101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,057,11,02,120601,7,8,20230173050571102,2,1,2,1,2, ,2,27, ,1, , , ,2,2,2, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,057,11,03,120601,7,8,20230173050571103,3,1,3,1,2, ,1,5, , ,2,9, ,3,3,0, , , ,9, , , , , , ,2,268.005859375,32591,00
2023,05,017305,057,11,04,120601,7,8,20230173050571104,3,1,3,1,2, ,1,1, , , , , ,0,4,0, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,058,11,01,120601,7,8,20230173050581101,1,0,1,1,2, ,1,58, ,5, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,059,11,01,120601,7,8,20230173050591101,1,1,1,1,2, ,1,54, ,1, , , ,1,1,1, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,059,11,02,120601,7,8,20230173050591102,2,1,2,1,2, ,2,28, ,1, , , ,2,2,2, , , , , , , , , , ,2,268.005859375,32591,00
2023,05,017305,059,11,03,120601,7,8,20230173050591103,3,1,3,1,2, ,1,12, ,6,2,9, ,3,3,0, , , ,9, , , , , , ,2,268.005859375,32591,00
2023,05,017305,059,11,04,120601,7,8,20230173050591104,3,1,3,1,2, ,1,2, , , , , ,0,4,0, , , , , , , , , , ,2,268.005859375,32591,00
2023,11,017306,017,11,01,120302,7,7,20230173060171101,1,1,1,1,2, ,1,46, ,1, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,017,11,02,120302,7,7,20230173060171102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,017,11,03,120302,7,7,20230173060171103,3,1,3,1,2, ,1,20, ,6, , , ,3,3,3, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,017,11,04,120302,7,7,20230173060171104,3,1,3,1,2, ,1,11, , ,2,4,6,4,4,0, , , ,4,971,9211,122,146,1,1,2,236.277740478516,31208,00
2023,11,017306,018,11,01,120302,7,7,20230173060181101,1,0,1,1,2, ,1,47, ,5, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,019,11,01,120302,7,7,20230173060191101,1,0,1,1,2, ,2,57, ,3, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,019,11,02,120302,7,7,20230173060191102,3,1,1,1,2, ,2,25, ,5, , , ,2,2,2, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,019,11,03,120302,7,7,20230173060191103,5,1,3,1,2, ,1,7, , ,2,4,5,3,3,0, , , ,4,971,9211,122,146,1,1,2,236.277740478516,31208,00
2023,11,017306,019,11,04,120302,7,7,20230173060191104,5,1,3,1,2, ,2,6, , ,2,9, ,4,4,0, , , ,9, , , , , , ,2,236.277740478516,31208,00
2023,11,017306,020,11,01,120302,7,7,20230173060201101,1,1,1,1,2, ,1,40, ,2, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,020,11,02,120302,7,7,20230173060201102,2,1,2,1,2, ,2,36, ,2, , , ,2,2,2, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,020,11,03,120302,7,7,20230173060201103,3,1,3,1,2, ,2,10, , ,2,4,4,3,3,0, , , ,4,971,9211,122,146,1,1,2,236.277740478516,31208,00
2023,11,017306,123,11,01,120302,7,7,20230173061231101,1,0,1,1,2, ,1,52, ,6, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,125,11,01,120302,7,7,20230173061251101,1,1,1,1,2, ,1,39, ,5, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,125,11,02,120302,7,7,20230173061251102,3,1,3,1,2, ,1,10, , ,2,4,6,2,2,0, , , ,4,971,9211,122,146,1,1,2,236.277740478516,31208,00
2023,11,017306,126,11,01,120302,7,7,20230173061261101,1,0,1,1,2, ,2,63, ,6, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,127,11,01,120302,7,7,20230173061271101,1,1,1,1,2, ,1,57, ,6, , , ,1,1,1, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,127,11,02,120302,7,7,20230173061271102,3,1,3,1,2, ,1,20, ,6, , , ,2,2,2, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,127,11,03,120302,7,7,20230173061271103,3,2,1,1,2, ,2,28, ,5, , , ,3,3,3, , , , , , , , , , ,2,236.277740478516,31208,00
2023,11,017306,127,11,04,120302,7,7,20230173061271104,5,2,3,1,2, ,2,9, , ,2,4,3,4,4,0, , , ,4,971,9211,122,146,1,1,2,236.277740478516,31208,00
2023,11,017306,127,11,05,120302,7,7,20230173061271105,5,2,3,1,2, ,2,7, , ,2,9, ,5,5,0, , , ,9, , , , , , ,2,236.277740478516,31208,00
2023,09,017307,038,11,01,120608,7,7,20230173070381101,1,1,1,1,2, ,1,27, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,038,11,02,120608,7,7,20230173070381102,2,1,2,1,2, ,2,27, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,038,11,03,120608,7,7,20230173070381103,3,1,3,1,2, ,1,1, , , , , ,0,3,0, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,040,11,01,120608,7,7,20230173070401101,1,1,1,1,2, ,1,43, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,040,11,02,120608,7,7,20230173070401102,2,1,2,1,2, ,2,41, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,165,11,01,120608,7,7,20230173071651101,1,0,1,1,2, ,2,45, ,6, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,165,11,02,120608,7,7,20230173071651102,7,0,1,2, ,1,1,16, ,6,2,9, ,2,2,2, , , ,9, , , , , , ,2,202.3330078125,32682,00
2023,09,017307,165,11,03,120608,7,7,20230173071651103,7,0,1,2, ,1,2,15, ,6,1, ,3,3,3,3, , , , ,572,5212,5220,4721,0,0,2,202.3330078125,32682,00
2023,09,017307,165,11,04,120608,7,7,20230173071651104,7,0,1,2, ,2,2,10, , ,2,8, ,0,0,0, , , ,8, , , , , , ,2,202.3330078125,32682,00
2023,09,017307,167,11,01,120608,7,7,20230173071671101,1,1,1,1,2, ,2,35, ,5, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,167,11,02,120608,7,7,20230173071671102,3,1,3,1,2, ,2,16, ,6,2,4,5,2,2,2, , , ,4,971,9211,122,146,1,0,2,202.3330078125,32682,00
2023,09,017307,167,11,03,120608,7,7,20230173071671103,3,1,3,1,2, ,1,12, ,6,2,4,2,3,3,0, , , ,4,971,9211,122,146,1,1,2,202.3330078125,32682,00
2023,09,017307,168,11,01,120608,7,7,20230173071681101,1,1,1,1,2, ,1,36, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,168,11,02,120608,7,7,20230173071681102,2,1,2,1,2, ,2,30, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,168,11,03,120608,7,7,20230173071681103,3,1,3,1,2, ,2,14, ,6,2,4,2,3,3,3, , , ,4,971,9211,113,127,1,0,2,202.3330078125,32682,00
2023,09,017307,168,11,04,120608,7,7,20230173071681104,3,1,3,1,2, ,2,12, ,6,2,4,2,4,4,0, , , ,4,971,9211,113,127,1,1,2,202.3330078125,32682,00
2023,09,017307,168,11,05,120608,7,7,20230173071681105,3,1,3,1,2, ,2,5, , ,2,9, ,5,5,0, , , ,9, , , , , , ,2,202.3330078125,32682,00
2023,09,017307,169,11,01,120608,7,7,20230173071691101,1,1,1,1,2, ,1,35, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,169,11,02,120608,7,7,20230173071691102,2,1,2,1,2, ,2,34, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,169,11,03,120608,7,7,20230173071691103,3,1,3,1,2, ,1,14, ,6,2,4,8,3,3,3, , , ,4,971,9211,130,150,1,0,2,202.3330078125,32682,00
2023,09,017307,169,11,04,120608,7,7,20230173071691104,3,1,3,1,2, ,2,11, , ,2,4,12,4,4,0, , , ,4,971,9211,122,146,1,1,2,202.3330078125,32682,00
2023,09,017307,172,11,01,120608,7,7,20230173071721101,1,1,1,1,2, ,1,42, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,172,11,02,120608,7,7,20230173071721102,2,1,2,1,2, ,2,38, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32682,00
2023,09,017307,172,11,03,120608,7,7,20230173071721103,3,1,3,1,2, ,1,11, , ,2,1,2,3,3,0, , , ,1,945,9629,9309,9609,1,1,2,202.3330078125,32682,00
2023,09,017307,172,11,04,120608,7,7,20230173071721104,3,1,3,1,2, ,2,7, , ,2,9, ,4,4,0, , , ,9, , , , , , ,2,202.3330078125,32682,00
2023,08,017308,029,11,01,120607,7,8,20230173080291101,1,1,1,1,2, ,1,54, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,029,11,02,120607,7,8,20230173080291102,2,1,2,1,2, ,2,50, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,029,11,03,120607,7,8,20230173080291103,3,1,3,1,2, ,2,12, ,6,2,9, ,3,3,0, , , ,9, , , , , , ,2,202.3330078125,32530,00
2023,08,017308,030,11,01,120607,7,8,20230173080301101,1,1,1,1,2, ,2,35, ,5, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,030,11,02,120607,7,8,20230173080301102,3,1,3,1,2, ,1,15, ,6,2,8, ,2,2,2, , , ,8, , , , , , ,2,202.3330078125,32530,00
2023,08,017308,030,11,03,120607,7,8,20230173080301103,3,1,3,1,2, ,1,8, , ,2,9, ,3,3,0, , , ,9, , , , , , ,2,202.3330078125,32530,00
2023,08,017308,030,11,04,120607,7,8,20230173080301104,3,1,3,1,2, ,1,2, , , , , ,0,4,0, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,031,11,01,120607,7,8,20230173080311101,1,1,1,1,2, ,1,19, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,031,11,02,120607,7,8,20230173080311102,2,1,2,1,2, ,2,16, ,1,2,8, ,2,2,2, , , ,8, , , , , , ,2,202.3330078125,32530,00
2023,08,017308,031,11,03,120607,7,8,20230173080311103,3,1,3,1,2, ,1,1, , , , , ,0,3,0, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,094,11,01,120607,7,8,20230173080941101,1,1,1,1,2, ,1,63, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,094,11,02,120607,7,8,20230173080941102,2,1,2,1,2, ,2,67, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,094,11,03,120607,7,8,20230173080941103,3,1,3,1,2, ,1,26, ,6, , , ,3,3,3, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,095,11,01,120607,7,8,20230173080951101,1,1,1,1,2, ,1,46, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,095,11,02,120607,7,8,20230173080951102,2,1,2,1,2, ,2,44, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,095,11,03,120607,7,8,20230173080951103,3,1,3,1,2, ,1,11, , ,2,9, ,3,3,0, , , ,9, , , , , , ,2,202.3330078125,32530,00
2023,08,017308,095,11,04,120607,7,8,20230173080951104,6,0,1,2, ,2,2,67, ,2, , , ,0,0,0, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,097,11,01,120607,7,8,20230173080971101,1,0,1,1,2, ,2,67, ,3, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,098,11,01,120607,7,8,20230173080981101,1,0,1,1,2, ,1,78, ,5, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,100,11,01,120607,7,8,20230173081001101,1,1,1,1,2, ,2,28, ,5, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,32530,00
2023,08,017308,100,11,02,120607,7,8,20230173081001102,3,1,3,1,2, ,2,7, , ,2,9, ,2,2,0, , , ,9, , , , , , ,2,202.3330078125,32530,00
2023,07,017311,007,11,01,120302,7,8,20230173110071101,1,1,1,1,2, ,2,43, ,3, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,007,11,02,120302,7,8,20230173110071102,3,1,3,1,2, ,1,18, ,6, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,007,11,03,120302,7,8,20230173110071103,3,1,3,1,2, ,1,12, ,6,2,9, ,3,3,0, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017311,008,11,01,120302,7,8,20230173110081101,1,1,1,1,2, ,1,32, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,008,11,02,120302,7,8,20230173110081102,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,008,11,03,120302,7,8,20230173110081103,3,1,3,1,2, ,1,12, ,6,2,4,12,3,3,0, , , ,4,971,9211,113,127,1,1,2,202.3330078125,31223,00
2023,07,017311,008,11,04,120302,7,8,20230173110081104,3,1,3,1,2, ,2,5, , ,2,9, ,4,4,0, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017311,043,11,01,120302,7,8,20230173110431101,1,0,1,1,2, ,2,78, ,3, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,044,11,01,120302,7,8,20230173110441101,1,1,1,1,2, ,1,54, ,3, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,044,11,02,120302,7,8,20230173110441102,3,1,3,1,2, ,1,34, ,6, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,045,11,01,120302,7,8,20230173110451101,1,1,1,1,2, ,1,69, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,045,11,02,120302,7,8,20230173110451102,2,1,2,1,2, ,2,72, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,046,11,01,120302,7,8,20230173110461101,1,1,1,1,2, ,1,47, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,046,11,02,120302,7,8,20230173110461102,2,1,2,1,2, ,2,32, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,046,11,03,120302,7,8,20230173110461103,3,1,3,1,2, ,1,13, ,6,2,4,8,3,3,0, , , ,4,971,9211,113,127,1,1,2,202.3330078125,31223,00
2023,07,017311,046,11,04,120302,7,8,20230173110461104,3,1,3,1,2, ,2,6, , ,2,9, ,4,4,0, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017311,047,11,01,120302,7,8,20230173110471101,1,1,1,1,2, ,2,52, ,2, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,047,11,02,120302,7,8,20230173110471102,2,1,2,1,2, ,1,55, ,2, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,047,11,03,120302,7,8,20230173110471103,3,1,3,1,2, ,1,13, ,6,2,9, ,3,3,0, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017311,048,11,01,120302,7,8,20230173110481101,1,1,1,1,2, ,1,38, ,1, , , ,1,1,1, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,048,11,02,120302,7,8,20230173110481102,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2, , , , , , , , , , ,2,202.3330078125,31223,00
2023,07,017311,048,11,03,120302,7,8,20230173110481103,3,1,3,1,2, ,1,16, ,6,2,9, ,3,3,3, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017311,048,11,04,120302,7,8,20230173110481104,3,1,3,1,2, ,1,14, ,6,2,9, ,4,4,4, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017311,048,11,05,120302,7,8,20230173110481105,3,1,3,1,2, ,2,9, , ,2,9, ,5,5,0, , , ,9, , , , , , ,2,202.3330078125,31223,00
2023,07,017312,038,11,01,120305,7,7,20200173120381101,1,1,1,1,2, ,2,55, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,038,11,02,120305,7,7,20200173120381102,3,1,3,1,2, ,1,22, ,6, , , ,2,2,2,2,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,038,11,03,120305,7,7,20210173120381103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,038,11,04,120305,7,7,20220173120381104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,038,11,05,120305,7,7,20210173120381104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,040,11,01,120305,7,7,20200173120401101,1,1,1,1,2, ,1,35, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,040,11,02,120305,7,7,20200173120401102,2,1,2,1,2, ,2,31, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,040,11,03,120305,7,7,20200173120401103,3,1,3,1,2, ,1,16, ,6,2,4,4,3,3,3,3,0, ,4,971,9211,113,127,1,0,2,202.3330078125,31060,00
2023,07,017312,040,11,04,120305,7,7,20230173120401104,3,1,3,1,2, ,1,0,2, , , , ,0,4,0, ,1, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,256,11,01,120305,7,7,20200173122561101,1,1,1,1,2, ,1,45, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,256,11,02,120305,7,7,20200173122561102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,256,11,03,120305,7,7,20200173122561104,3,1,3,1,2, ,1,17, ,6,2,9, ,3,3,3,3,0, ,9, , , , , , ,2,202.3330078125,31060,00
2023,07,017312,256,11,04,120305,7,7,20210173122561105,3,1,3,1,2, ,2,3, , , , , ,4,4,0,4,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,257,11,01,120305,7,7,20200173122571101,1,0,1,1,2, ,1,58, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,257,11,02,120305,7,7,20200173122571102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,258,11,01,120305,7,7,20200173122581101,1,1,1,1,2, ,1,58, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,258,11,02,120305,7,7,20200173122581102,2,1,2,1,2, ,2,48, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,258,11,03,120305,7,7,20220173122581103,3,1,3,1,2, ,1,28, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,258,11,04,120305,7,7,20200173122581103,3,1,3,1,2, ,1,15, ,6,2,1,1,4,4,4,5,0, ,1,574,5213,5252,4781,1,0,2,202.3330078125,31060,00
2023,07,017312,258,11,05,120305,7,7,20200173122581104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,268,11,01,120305,7,7,20200173122681101,1,1,1,1,2, ,1,56, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,268,11,02,120305,7,7,20200173122681102,2,1,2,1,2, ,2,53, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,268,11,03,120305,7,7,20230173122681103,3,2,1,1,2, ,2,35, ,5, , , ,3,3,3, ,1, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,268,11,04,120305,7,7,20230173122681104,5,2,3,1,2, ,2,10, , ,2,9, ,4,4,0, ,1, ,9, , , , , , ,2,202.3330078125,31060,00
2023,07,017312,268,11,05,120305,7,7,20210173122681103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,268,11,06,120305,7,7,20210173122681104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,269,11,01,120305,7,7,20200173122691101,1,1,1,1,2, ,1,63, ,1, , , ,1,1,1,1,1, , , , , , , , ,2,202.3330078125,31060,00
2023,07,017312,269,11,02,120305,7,7,20200173122691102,2,1,2,1,2, ,2,54, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,202.3330078125,31060,00
