AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,T211,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,TICUEST01,FACPOB07,NCONGLOME,SUB_CONGLOME
2023,02,005007,022,11,01,010101,4,4,20190050070221101,1,1,1,1,2, ,1,64, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,022,11,02,010101,4,4,20190050070221102,2,1,2,1,2, ,2,63, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,022,11,03,010101,4,4,20190050070221104,3,1,3,1,2, ,1,31, ,6, , , ,3,3,3,4,0, , , , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,031,11,01,010101,4,4,20190050070311102,1,0,1,1,2, ,2,79, ,3, , , ,1,1,1,2,0, , , , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,031,11,02,010101,4,4,20230050070311102,3,1,1,2, ,2,1,50, ,1, , , ,0,0,0, , , , , , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,031,11,03,010101,4,4,20230050070311103,4,1,2,2, ,2,2,38, ,1, , , ,0,0,0, , , , , , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,031,11,04,010101,4,4,20230050070311104,5,1,3,2, ,2,2,11, , ,2,10, ,0,0,0, , , ,11, , , , , , ,2,50.4666709899902,07070,00
2023,02,005007,031,11,05,010101,4,4,20190050070311101,0, , , , , , , , , , , , , , , , , ,3, , , , , , , ,2,50.4666709899902,07070,00
2023,08,005027,006,11,01,010201,7,4,20190050270061101,1,1,1,1,2, ,1,37, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,006,11,02,010201,7,4,20190050270061102,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,006,11,03,010201,7,4,20190050270061103,3,1,3,1,2, ,2,13, ,6,1, ,21,3,3,0,3,0, , ,572,5212,5220,4721,1,1,2,201.717651367188,06599,00
2023,08,005027,006,11,04,010201,7,4,20190050270061104,3,1,3,1,2, ,1,6, , ,2,9, ,4,4,0,4,0, ,9, , , , , , ,2,201.717651367188,06599,00
2023,08,005027,006,11,05,010201,7,4,20230050270061105,3,1,3,1,2, ,1,1, , , , , ,0,5,0, ,1, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,018,11,01,010201,7,4,20230050270181101,1,1,1,1,2, ,1,44, ,1, , , ,1,1,1, ,1, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,018,11,02,010201,7,4,20230050270181102,2,1,2,1,2, ,2,26, ,1, , , ,2,2,2, ,1, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,018,11,03,010201,7,4,20230050270181103,3,1,3,1,2, ,1,2, , , , , ,0,3,0, ,1, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,018,11,04,010201,7,4,20230050270181104,3,1,3,1,2, ,1,0,8, , , , ,0,4,0, ,1, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,018,11,05,010201,7,4,20230050270181105,3,0,1,2, ,2,1,13, ,6,2,9, ,0,0,0, , , ,9, , , , , , ,2,201.717651367188,06599,00
2023,08,005027,044,11,01,010201,7,4,20190050270441101,1,1,1,1,2, ,1,63, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,044,11,02,010201,7,4,20190050270441102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,044,11,03,010201,7,4,20190050270441103,3,1,3,1,1, ,1,26, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,044,11,04,010201,7,4,20210050270441104,3,1,3,1,1, ,1,23, ,6, , , ,4,4,4,4,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,044,11,05,010201,7,4,20190050270441105,3,1,3,1,2, ,2,13, ,6,2,9, ,5,5,0,5,0, ,9, , , , , , ,2,201.717651367188,06599,00
2023,08,005027,055,11,01,010201,7,4,20190050270551101,1,1,1,1,2, ,1,61, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,055,11,02,010201,7,4,20190050270551102,2,1,2,1,2, ,2,51, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,055,11,03,010201,7,4,20190050270551104,3,1,3,1,2, ,2,24, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,055,11,04,010201,7,4,20190050270551105,3,1,3,1,2, ,2,18, ,6, , , ,4,4,4,4,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,055,11,05,010201,7,4,20190050270551103,3,2,1,1,2, ,2,26, ,6, , , ,5,5,5,5,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,055,11,06,010201,7,4,20220050270551106,5,2,3,1,2, ,1,1, , , , , ,0,6,0,6,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,065,11,01,010201,7,4,20190050270651101,1,1,1,1,2, ,2,36, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,201.717651367188,06599,00
2023,08,005027,065,11,02,010201,7,4,20190050270651102,3,1,3,1,2, ,2,12, ,6,2,9, ,2,2,0,2,0, ,9, , , , , , ,2,201.717651367188,06599,00
2023,08,005027,078,11,01,010201,7,4,20190050270781101,1,0,1,1,2, ,2,58, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,201.717651367188,06599,00
2023,01,005030,002,11,01,010201,7,4,20230050300021101,1,1,1,1,2, ,1,43, ,1, , , ,1,1,1, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,002,11,02,010201,7,4,20230050300021102,2,1,2,1,2, ,2,41, ,1, , , ,2,2,2, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,002,11,03,010201,7,4,20230050300021103,3,1,3,1,2, ,1,9, , ,2,10, ,3,3,0, , , ,11, , , , , , ,2,118.374542236328,06618,00
2023,01,005030,002,11,04,010201,7,4,20230050300021104,3,1,3,1,2, ,2,7, , ,2,10, ,4,4,0, , , ,11, , , , , , ,2,118.374542236328,06618,00
2023,01,005030,011,11,01,010201,7,4,20230050300111101,1,1,1,1,2, ,1,60, ,2, , , ,1,1,1, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,011,11,02,010201,7,4,20230050300111102,2,1,2,1,2, ,2,59, ,2, , , ,2,2,2, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,011,11,03,010201,7,4,20230050300111103,3,1,3,1,2, ,1,38, ,6, , , ,3,3,3, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,037,11,01,010201,7,4,20230050300371101,1,1,1,1,2, ,1,30, ,2, , , ,1,1,1, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,037,11,02,010201,7,4,20230050300371102,2,1,2,1,2, ,2,29, ,2, , , ,2,2,2, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,037,11,03,010201,7,4,20230050300371103,3,1,3,1,2, ,2,7, , ,2,10, ,3,3,0, , , ,11, , , , , , ,2,118.374542236328,06618,00
2023,01,005030,037,11,04,010201,7,4,20230050300371104,3,1,3,1,2, ,1,5, , ,2,10, ,4,4,0, , , ,11, , , , , , ,2,118.374542236328,06618,00
2023,01,005030,045,11,01,010201,7,4,20230050300451101,1,0,1,1,2, ,1,81, ,3, , , ,1,1,1, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,045,11,02,010201,7,4,20230050300451102,10,0,1,1,2, ,1,58, ,6, , , ,2,2,2, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,056,11,01,010201,7,4,20230050300561101,1,0,1,1,2, ,2,50, ,5, , , ,1,1,1, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,060,11,01,010201,7,4,20230050300601101,1,1,1,1,2, ,1,54, ,2, , , ,1,1,1, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,060,11,02,010201,7,4,20230050300601102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,060,11,03,010201,7,4,20230050300601103,3,1,3,1,2, ,2,25, ,6, , , ,3,3,3, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,060,11,04,010201,7,4,20230050300601104,5,2,1,2, ,1,2,17, ,5,1, ,48,4,4,4, , , , ,523,5131,5520,5610,1,1,2,118.374542236328,06618,00
2023,01,005030,060,11,05,010201,7,4,20230050300601105,7,2,3,2, ,1,2,2, , , , , ,0,5,0, , , , , , , , , , ,2,118.374542236328,06618,00
2023,01,005030,060,11,06,010201,7,4,20230050300601106,5,2,3,2, ,1,1,1, , , , , ,0,6,0, , , , , , , , , , ,2,118.374542236328,06618,00
2023,05,005039,022,11,01,010701,7,4,20190050390221101,1,1,1,1,2, ,1,44, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,022,11,02,010701,7,4,20190050390221102,2,1,2,1,2, ,2,39, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,022,11,03,010701,7,4,20190050390221103,3,1,3,1,2, ,1,16, ,6,2,9, ,3,3,3,3,0, ,9, , , , , , ,2,111.496162414551,06673,00
2023,05,005039,022,11,04,010701,7,4,20190050390221104,3,1,3,1,2, ,1,12, ,6,2,9, ,4,4,0,4,0, ,9, , , , , , ,2,111.496162414551,06673,00
2023,05,005039,022,11,05,010701,7,4,20190050390221105,3,1,3,1,2, ,2,9, , ,2,9, ,5,5,0,5,0, ,9, , , , , , ,2,111.496162414551,06673,00
2023,05,005039,083,11,01,010701,7,4,20220050390831101,1,1,1,1,2, ,2,33, ,6, , , ,1,1,1,1,0, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,083,11,02,010701,7,4,20220050390831102,3,1,3,1,2, ,2,6, , ,2,9, ,2,2,0,2,0, ,9, , , , , , ,2,111.496162414551,06673,00
2023,05,005039,083,11,03,010701,7,4,20230050390831103,3,1,3,1,2, ,2,0,3, , , , ,0,3,0, ,1, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,083,11,04,010701,7,4,20230050390831104,10,0,1,2, ,2,1,30, ,6, , , ,0,0,0, , , , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,083,11,05,010701,7,4,20230050390831105,11,2,1,2, ,2,1,30, ,6, , , ,0,0,0, , , , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,083,11,06,010701,7,4,20230050390831106,10,2,2,2, ,2,2,30, ,6, , , ,0,0,0, , , , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,101,11,01,010701,7,4,20190050391011103,1,0,1,1,2, ,1,46, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,114,11,01,010701,7,4,20210050391141101,1,1,1,1,2, ,1,32, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,114,11,02,010701,7,4,20210050391141102,2,1,2,1,2, ,2,27, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,111.496162414551,06673,00
2023,05,005039,114,11,03,010701,7,4,20210050391141103,3,1,3,1,2, ,1,8, , ,2,9, ,3,3,0,3,0, ,9, , , , , , ,2,111.496162414551,06673,00
2023,05,005039,114,11,04,010701,7,4,20210050391141104,3,1,3,1,2, ,2,6, , ,2,9, ,4,4,0,4,0, ,9, , , , , , ,2,111.496162414551,06673,00
2023,05,005039,114,11,05,010701,7,4,20230050391141105,3,1,3,1,2, ,1,0,6, , , , ,0,5,0, ,1, , , , , , , , ,2,111.496162414551,06673,00
2023,06,005045,004,11,01,010701,7,4,20230050450041101,1,1,1,1,2, ,1,76, ,1, , , ,1,1,1, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,004,11,02,010701,7,4,20230050450041102,2,1,2,1,2, ,2,57, ,1, , , ,2,2,2, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,004,11,03,010701,7,4,20230050450041103,3,1,3,1,2, ,2,23, ,6, , , ,3,3,3, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,013,11,01,010701,7,4,20190050450131101,1,1,1,1,2, ,1,54, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,013,11,02,010701,7,4,20190050450131102,2,1,2,1,2, ,2,51, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,013,11,03,010701,7,4,20210050450131103,3,1,3,1,2, ,1,25, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,013,11,04,010701,7,4,20190050450131104,3,1,3,1,2, ,1,22, ,6, , , ,4,4,4,4,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,013,11,05,010701,7,4,20190050450131105,5,0,1,1,2, ,2,9, , ,1, ,6,5,5,0,5,0, , ,917,9511,5259,4799,1,1,2,176.431121826172,06699,00
2023,06,005045,040,11,01,010701,7,4,20230050450401101,1,1,1,1,2, ,2,42, ,5, , , ,1,1,1, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,040,11,02,010701,7,4,20230050450401102,3,1,3,1,2, ,2,19, ,6, , , ,2,2,2, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,040,11,03,010701,7,4,20230050450401103,3,1,3,1,2, ,1,15, ,6,2,9, ,3,3,3, ,1, ,9, , , , , , ,2,176.431121826172,06699,00
2023,06,005045,040,11,04,010701,7,4,20230050450401104,3,1,3,1,2, ,1,11, , ,2,9, ,4,4,0, ,1, ,9, , , , , , ,2,176.431121826172,06699,00
2023,06,005045,040,11,05,010701,7,4,20230050450401105,3,1,3,1,2, ,1,3, , , , , ,5,5,0, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,047,11,01,010701,7,4,20190050450471101,1,1,1,1,2, ,1,58, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,047,11,02,010701,7,4,20190050450471102,2,1,2,1,2, ,2,57, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,047,11,03,010701,7,4,20190050450471104,3,1,3,1,2, ,1,18, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,047,11,04,010701,7,4,20190050450471103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,047,11,05,010701,7,4,20190050450471105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,047,11,06,010701,7,4,20190050450471106,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,01,010701,7,4,20190050450561101,1,0,1,1,2, ,2,61, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,02,010701,7,4,20190050450561102,3,1,1,1,2, ,1,23, ,5, , , ,2,2,2,2,0, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,03,010701,7,4,20190050450561105,5,1,3,1,2, ,2,5, , ,2,9, ,3,3,0,3,0, ,9, , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,04,010701,7,4,20230050450561104,5,0,1,2, ,1,2,1, , , , , ,0,4,0, ,1, , , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,05,010701,7,4,20210050450561104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,06,010701,7,4,20210050450561105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,176.431121826172,06699,00
2023,06,005045,056,11,07,010701,7,4,20210050450561106,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,176.431121826172,06699,00
2023,03,005061,010,11,01,010502,4,5,20190050610101101,1,1,1,1,2, ,1,54, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,010,11,02,010502,4,5,20190050610101102,2,1,2,1,2, ,2,44, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,010,11,03,010502,4,5,20190050610101103,3,1,3,1,2, ,2,16, ,6,1, ,22,3,3,3,3,0, , ,971,9211,130,150,1,0,2,261.244750976563,06939,00
2023,03,005061,010,11,04,010502,4,5,20190050610101104,3,1,3,1,2, ,2,10, , ,1, ,15,4,4,0,4,0, , ,971,9211,130,150,1,1,2,261.244750976563,06939,00
2023,03,005061,022,11,01,010502,4,5,20190050610221101,1,0,1,1,2, ,2,65, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,034,11,01,010502,4,5,20190050610341101,1,1,1,1,2, ,1,65, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,034,11,02,010502,4,5,20190050610341102,2,1,2,1,1, ,2,59, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,034,11,03,010502,4,5,20190050610341103,3,1,3,1,2, ,1,17, ,6,1, ,17,3,3,3,3,0, , ,885,8322,6022,4922,1,0,2,261.244750976563,06939,00
2023,03,005061,034,11,04,010502,4,5,20220050610341104,3,0,1,1,1, ,2,37, ,5, , , ,4,4,4,4,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,058,11,01,010502,4,5,20190050610581101,1,1,1,1,2, ,1,70, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,058,11,02,010502,4,5,20190050610581102,2,1,2,1,2, ,2,48, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,058,11,03,010502,4,5,20190050610581104,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,058,11,04,010502,4,5,20190050610581103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,070,11,01,010502,4,5,20190050610701101,1,1,1,1,2, ,1,38, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,070,11,02,010502,4,5,20190050610701102,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,070,11,03,010502,4,5,20190050610701103,3,1,3,1,2, ,2,7, , ,2,9, ,3,3,0,3,0, ,9, , , , , , ,2,261.244750976563,06939,00
2023,03,005061,083,11,01,010502,4,5,20190050610831101,1,0,1,1,2, ,1,44, ,6, , , ,1,1,1,1,0, , , , , , , , ,2,261.244750976563,06939,00
2023,03,005061,083,11,02,010502,4,5,20220050610831102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,261.244750976563,06939,00
2023,08,005076,015,11,01,010401,7,7,20200050760151101,1,1,1,1,2, ,1,47, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,015,11,02,010401,7,7,20200050760151102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,015,11,03,010401,7,7,20220050760151103,3,2,2,1,2, ,2,23, ,1, , , ,3,3,3,3,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,015,11,04,010401,7,7,20220050760151104,4,2,1,1,2, ,1,36, ,1, , , ,4,4,4,4,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,015,11,05,010401,7,7,20220050760151105,5,2,3,1,2, ,1,7, , ,2,9, ,5,5,0,5,0, ,9, , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,015,11,06,010401,7,7,20220050760151106,5,2,3,1,2, ,2,2, , , , , ,0,6,0,6,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,016,11,01,010401,7,7,20200050760161101,1,1,1,1,2, ,1,54, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,016,11,02,010401,7,7,20200050760161102,2,1,2,1,2, ,2,45, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,016,11,03,010401,7,7,20200050760161105,3,1,3,1,2, ,1,11, , ,1, ,18,3,3,0,5,0, , ,971,9211,130,150,1,1,2,53.3105926513672,06501,00
2023,08,005076,016,11,04,010401,7,7,20200050760161106,3,1,3,1,2, ,1,8, , ,1, ,7,4,4,0,6,0, , ,971,9211,122,146,1,1,2,53.3105926513672,06501,00
2023,08,005076,016,11,05,010401,7,7,20200050760161107,5,0,1,1,2, ,1,10, , ,1, ,7,5,5,0,7,0, , ,971,9211,122,146,1,1,2,53.3105926513672,06501,00
2023,08,005076,016,11,06,010401,7,7,20200050760161104,3,2,1,2, ,2,2,14, ,1,1, ,24,0,0,0, , , , ,971,9211,130,150,1,0,2,53.3105926513672,06501,00
2023,08,005076,016,11,07,010401,7,7,20230050760161107,5,2,3,2, ,2,1,0,3, , , , ,0,0,0, , , , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,016,11,08,010401,7,7,20200050760161103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,061,11,01,010401,7,7,20200050760611101,1,1,1,1,2, ,1,36, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,061,11,02,010401,7,7,20200050760611102,2,1,2,1,2, ,2,38, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,061,11,03,010401,7,7,20200050760611103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,061,11,04,010401,7,7,20200050760611104,3,1,3,1,2, ,2,13, ,6,1, ,18,4,4,0,4,0, , ,971,9211,130,150,1,1,2,53.3105926513672,06501,00
2023,08,005076,061,11,05,010401,7,7,20200050760611105,3,1,3,1,2, ,1,9, , ,1, ,15,5,5,0,5,0, , ,971,9211,130,150,1,1,2,53.3105926513672,06501,00
2023,08,005076,061,11,06,010401,7,7,20200050760611106,3,1,3,1,2, ,1,3, , , , , ,6,6,0,6,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,061,11,07,010401,7,7,20210050760611107,3,1,3,1,2, ,2,2, , , , , ,0,7,0,7,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,065,11,01,010401,7,7,20200050760651101,1,0,1,1,2, ,2,76, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,065,11,02,010401,7,7,20220050760651102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,067,11,01,010401,7,7,20200050760671101,1,0,1,1,2, ,2,75, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,067,11,02,010401,7,7,20200050760671102,3,1,1,1,2, ,1,45, ,5, , , ,2,2,2,2,0, , , , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,067,11,03,010401,7,7,20200050760671103,5,1,3,1,2, ,1,15, ,6,1, ,14,3,3,3,3,0, , ,971,9211,130,150,1,0,2,53.3105926513672,06501,00
2023,08,005076,067,11,04,010401,7,7,20200050760671104,5,1,3,1,2, ,1,12, ,6,1, ,14,4,4,0,4,0, , ,971,9211,130,150,1,1,2,53.3105926513672,06501,00
2023,08,005076,067,11,05,010401,7,7,20200050760671105,5,1,3,1,2, ,2,5, , ,2,9, ,5,5,0,5,0, ,9, , , , , , ,2,53.3105926513672,06501,00
2023,08,005076,067,11,06,010401,7,7,20230050760671106,5,0,1,1,2, ,1,21, ,6, , , ,6,6,6, ,1, , , , , , , , ,2,53.3105926513672,06501,00
2023,06,005089,009,11,01,010202,7,7,20190050890091101,1,1,1,1,2, ,1,66, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,009,11,02,010202,7,7,20190050890091102,2,1,2,1,2, ,2,59, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,009,11,03,010202,7,7,20190050890091103,3,1,3,1,1, ,2,23, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,009,11,04,010202,7,7,20200050890091104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,011,11,01,010202,7,7,20190050890111101,1,0,1,1,2, ,1,63, ,6, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,055,11,01,010202,7,7,20190050890551101,1,1,1,1,2, ,2,66, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,055,11,02,010202,7,7,20190050890551102,3,1,3,1,2, ,2,20, ,6, , , ,2,2,2,2,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,055,11,03,010202,7,7,20220050890551103,0, , , , , , , , , , , , , , , , , ,3, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,057,11,01,010202,7,7,20190050890571101,1,1,1,1,2, ,1,78, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,057,11,02,010202,7,7,20190050890571102,2,1,2,1,2, ,2,76, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,057,11,03,010202,7,7,20220050890571103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,058,11,01,010202,7,7,20190050890581101,1,0,1,1,2, ,2,76, ,3, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,058,11,02,010202,7,7,20200050890581102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,058,11,03,010202,7,7,20190050890581102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,058,11,04,010202,7,7,20190050890581103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,058,11,05,010202,7,7,20190050890581104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,058,11,06,010202,7,7,20200050890581106,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,060,11,01,010202,7,7,20190050890601101,1,1,1,1,2, ,1,59, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,060,11,02,010202,7,7,20190050890601102,2,1,2,1,2, ,2,59, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,061,11,01,010202,7,7,20190050890611101,1,1,1,1,2, ,1,57, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,65.5086135864258,06570,00
2023,06,005089,061,11,02,010202,7,7,20190050890611102,2,1,2,1,2, ,2,54, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,65.5086135864258,06570,00
