id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo,CCDD,NOMBDEP,CCPP,NOMBPROV,CCDI,NOMBDIST,CAPITAL,UBIGEO,DESCRIPCIO,Centroid_Latitude,Centroid_Longitude,eu_dist
10078,4818,I-2,ANDABAMBA,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD ANDABAMBA DISTRITO ANDABAMBA PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.81947,-6.66291,680,6,CAJAMARCA,13,SANTA CRUZ,2,ANDABAMBA,ANDABAMBA,61302,ANDABAMBA,-6.664009037035801,-78.80972226391866,0.009809497495665353
20300,4750,I-2,ANGUIA,CAJAMARCA,CHOTA,OTROS DISTRITO DE ANGUIA DISTRITO DE ANGUIA ANGUIA CHOTA CAJAMARCA,-78.60617513,-6.34102702,592,6,CAJAMARCA,4,CHOTA,2,ANGUIA,ANGUIA,60402,ANGUIA,-6.337966578285939,-78.57580091635643,0.030528006124709885
7185,4625,I-2,ASUNCION,CAJAMARCA,CAJAMARCA,JIRÓN JR. EL INCA N° 358 JR. EL INCA N° 358 ASUNCION CAJAMARCA CAJAMARCA,-78.51852644,-7.32536372,564,6,CAJAMARCA,1,CAJAMARCA,2,ASUNCION,ASUNCION,60102,ASUNCION,-7.338237028825001,-78.5271835710878,0.015513477971597064
17685,6815,I-3,VIRGEN DEL CARMEN,CAJAMARCA,BAMBAMARCA,JIRÓN JR. AHAUALPA N° 221-BAMBAMARCA JR. AHAUALPA N° 221-BAMBAMARCA BAMBAMARCA HUALGAYOC CAJAMARCA,-78.5172716,-6.67878577,633,6,CAJAMARCA,7,HUALGAYOC,1,BAMBAMARCA,BAMBAMARCA,60701,BAMBAMARCA,-6.69306296278482,-78.47949984132427,0.04037999488945736
24900,4230,I-1,SAN AUGUSTIN,CAJAMARCA,JAEN,CALLE CALLE IVA S/N S/N CALLE IVA S/N BELLAVISTA JAEN CAJAMARCA,-78.79384,-5.58596,637,6,CAJAMARCA,8,JAEN,2,BELLAVISTA,BELLAVISTA,60802,BELLAVISTA,-5.564668861888495,-78.74262548286006,0.05546385605022747
23150,4534,I-2,BOLIVAR,CAJAMARCA,SAN MIGUEL,AVENIDA AV. 26 DE DICIEMBRE S/N -  BOLIVAR NÚMERO S/N DISTRITO BOLIVAR PROVINCIA SAN MIGUEL DEPARTAMENTO CAJAMARCA,-79.1791,-6.97723,663,6,CAJAMARCA,11,SAN MIGUEL,2,BOLIVAR,BOLIVAR,61102,BOLIVAR,-6.975911467344069,-79.16248594340846,0.016666295472959013
3296,4513,I-2,ALGAMARCA,CAJAMARCA,CAJABAMBA,OTROS CPM SAN JOSE DE ALGAMARCA DISTRITO CACHACHI PROVINCIA CAJABAMBA DEPARTAMENTO CAJAMARCA,-78.24673724,-7.60726053,576,6,CAJAMARCA,2,CAJABAMBA,2,CACHACHI,CACHACHI,60202,CACHACHI,-7.567687463603137,-78.25332891600632,0.04011829727970596
27565,7651,I-1,CHANSHAPAMPA,CAJAMARCA,CAJABAMBA,OTROS CASERIO CHANSHAPAMPA DISTRITO CAJABAMBA PROVINCIA CAJABAMBA DEPARTAMENTO CAJAMARCA,-78.0304932,-7.63233824,575,6,CAJAMARCA,2,CAJABAMBA,1,CAJABAMBA,CAJABAMBA,60201,CAJABAMBA,-7.631450909366323,-78.03214219886948,0.0018725792172890712
25604,4640,I-3,LA TULPUNA,CAJAMARCA,CAJAMARCA,AVENIDA AV. ALFONSO UGARTE S/N S/N AV. ALFONSO UGARTE S/N CAJAMARCA CAJAMARCA CAJAMARCA,-78.55323,-7.06213,563,6,CAJAMARCA,1,CAJAMARCA,1,CAJAMARCA,CAJAMARCA,60101,CAJAMARCA,-7.077465094056442,-78.56111128956503,0.017241804862828176
8178,6830,I-1,FILADELFIA,CAJAMARCA,CUTERVO,OTROS COMUNIDAD DE FILADELFIA COMUNIDAD DE FILADELFIA CALLAYUC CUTERVO CAJAMARCA,-78.91688993,-6.13276821,619,6,CAJAMARCA,6,CUTERVO,2,CALLAYUC,CALLAYUC,60602,CALLAYUC,-6.12740892029638,-78.93095194829469,0.015048665876005458
23151,4570,I-1,TAULIS,CAJAMARCA,SAN MIGUEL,OTROS LOCALIDAD TAULIS DISTRITO CALQUIS PROVINCIA SAN MIGUEL DEPARTAMENTO CAJAMARCA,-78.98910379,-6.93800848,664,6,CAJAMARCA,11,SAN MIGUEL,3,CALQUIS,CALQUIS,61103,CALQUIS,-6.913739691961161,-78.9531112880556,0.04341007105605997
19453,4777,I-1,MACUACO,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD MACUACO DISTRITO CATACHE PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-79.04854,-6.75689,681,6,CAJAMARCA,13,SANTA CRUZ,3,CATACHE,CATACHE,61303,CATACHE,-6.749358435052559,-79.07690654224525,0.029349364379985456
21589,4606,I-1,QUILCATE ALTO,CAJAMARCA,SAN MIGUEL,OTROS CPM QUILCATE ALTO CPM QUILCATE ALTO CATILLUC SAN MIGUEL CAJAMARCA,-78.7313,-6.81692,665,6,CAJAMARCA,11,SAN MIGUEL,4,CATILLUC,CATILLUC,61104,CATILLUC,-6.8042771604382,-78.73384164479626,0.01289578808974909
26781,11250,I-1,SAN ANTONIO,CAJAMARCA,CELENDIN,OTROS CENTRO POBLADO DE SAN ANTONIO DISTRITO CELENDIN PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.13502445,-6.80404279,579,6,CAJAMARCA,3,CELENDIN,1,CELENDIN,CELENDIN,60301,CELENDIN,-6.774938931037327,-78.11727136589845,0.03409115136858958
9885,4737,I-1,LA UNION,CAJAMARCA,CHOTA,OTROS COMUNIDAD LA UNIÓN DISTRITO CHADIN PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.40786,-6.45139,593,6,CAJAMARCA,4,CHOTA,3,CHADIN,CHADIN,60403,CHADIN,-6.439864212778357,-78.41279275671727,0.012536979696495268
27251,4728,I-2,MASINTRANCA,CAJAMARCA,CHOTA,OTROS COMUNIDAD MASINTRANCA DISTRITO CHALAMARCA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.50506968,-6.52640318,609,6,CAJAMARCA,4,CHOTA,19,CHALAMARCA,CHALAMARCA,60419,CHALAMARCA,-6.517607398542453,-78.49523805940689,0.013191911724081276
9767,4491,I-1,PUESTO DE SALUD CHANCAY,CAJAMARCA,SAN MARCOS,AVENIDA AV. CHANCAY S/N NÚMERO S/N DISTRITO CHANCAY PROVINCIA SAN MARCOS DEPARTAMENTO CAJAMARCA,-78.12366049,-7.39182615,656,6,CAJAMARCA,10,SAN MARCOS,2,CHANCAY,CHANCAY,61002,CHANCAY,-7.409440519501964,-78.11730721333672,0.018725120488585233
8900,4824,I-1,BAÑOS CHANCAY,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD BAÑOS CHANCAY DISTRITO CHANCAYBAÑOS PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.88959899,-6.55025775,682,6,CAJAMARCA,13,SANTA CRUZ,4,CHANCAYBAÑOS,CHANCAYBAÑOS,61304,CHANCAYBAÑOS,-6.555963298481807,-78.87793669351107,0.012983159972586015
7777,4653,I-2,CHETILLA,CAJAMARCA,CAJAMARCA,JIRÓN JR. SAN PEDRO S/N S/N JR. SAN PEDRO S/N CHETILLA CAJAMARCA CAJAMARCA,-78.6737509,-7.14631393,565,6,CAJAMARCA,1,CAJAMARCA,3,CHETILLA,CHETILLA,60103,CHETILLA,-7.142504145663757,-78.65402714365003,0.020088330474229987
21965,4758,I-2,TUGUZA,CAJAMARCA,CHOTA,OTROS COMUNIDAD TUGUSA COMUNIDAD TUGUSA CHIGUIRIP CHOTA CAJAMARCA,-78.70047135,-6.43306323,594,6,CAJAMARCA,4,CHOTA,4,CHIGUIRIP,CHIGUIRIP,60404,CHIGUIRIP,-6.42507988722172,-78.70803618399547,0.01099820327574421
21588,4538,I-4,DE APOYO CHILETE,CAJAMARCA,CONTUMAZA,JIRÓN JR. VICTOR RAUL HAYA DE LA TORRE 323 DISTRITO CHILETE PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.840105,-7.22042167,611,6,CAJAMARCA,5,CONTUMAZA,2,CHILETE,CHILETE,60502,CHILETE,-7.256344097369151,-78.82166177374316,0.040380358874739286
15624,4702,I-1,SAN JOSE DE CHIMBAN,CAJAMARCA,CHOTA,OTROS COMUNIDAD SAN JOSE DE CHIMBAN COMUNIDAD SAN JOSE DE CHIMBAN CHIMBAN CHOTA CAJAMARCA,-78.48150874,-6.29336733,595,6,CAJAMARCA,4,CHOTA,5,CHIMBAN,CHIMBAN,60405,CHIMBAN,-6.28458920942883,-78.44814198981383,0.034502107453714716
10916,4274,I-3,CHIRINOS,CAJAMARCA,SAN IGNACIO,OTROS ALTO PERU S/N NÚMERO S/N DISTRITO CHIRINOS PROVINCIA SAN IGNACIO DEPARTAMENTO CAJAMARCA,-78.90172426,-5.30277342,649,6,CAJAMARCA,9,SAN IGNACIO,2,CHIRINOS,CHIRINOS,60902,CHIRINOS,-5.307553228839856,-78.88245718685589,0.019851112817319033
17284,4233,I-2,PACHAPIRIANA,CAJAMARCA,JAEN,OTROS COMUNIDAD DE PACHAPIRIANA COMUNIDAD DE PACHAPIRIANA CHONTALI JAEN CAJAMARCA,-79.12639667,-5.64022668,638,6,CAJAMARCA,8,JAEN,3,CHONTALI,CHONTALI,60803,CHONTALI,-5.633938366176614,-79.1333554620538,0.009379108571145253
9368,4740,I-1,MANGALPA,CAJAMARCA,CHOTA,OTROS COMUNIDAD MANGALPA DISTRITO CHOROPAMPA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.35963,-6.37859,596,6,CAJAMARCA,4,CHOTA,6,CHOROPAMPA,CHOROPAMPA,60406,CHOROPAMPA,-6.370062989700249,-78.36904304935265,0.012701000069587473
10930,4972,I-1,MESARRUME,CAJAMARCA,SOCOTA,OTROS COMUNIDAD MESARRUME COMUNIDAD MESARRUME CHOROS CUTERVO CAJAMARCA,-78.76281,-5.94732,620,6,CAJAMARCA,6,CUTERVO,3,CHOROS,CHOROS,60603,CHOROS,-5.924614771976213,-78.77343762794727,0.02506938083395428
14958,26145,I-3,POLICLINICO DE ESPECIALIDADES MEDICAS SAN FERNANDO,CAJAMARCA,NO PERTENECE A NINGUNA RED,PASAJE JUAN XXIII 244   246 FRENTE A CAPILLA SANTA ROSA CHOTA CHOTA CAJAMARCA,-78.64573428,-6.56052723,591,6,CAJAMARCA,4,CHOTA,1,CHOTA,CHOTA,60401,CHOTA,-6.559978310714595,-78.64275186422964,0.003032509886082974
13174,4804,I-1,PERLAMAYO,CAJAMARCA,BAMBAMARCA,OTROS COMUNIDAD PERLAMAYO DISTRITO CHUGUR PROVINCIA HUALGAYOC DEPARTAMENTO CAJAMARCA,-78.70348,-6.65466,634,6,CAJAMARCA,7,HUALGAYOC,2,CHUGUR,CHUGUR,60702,CHUGUR,-6.685518797196959,-78.70768210400887,0.031143587502797693
21960,4479,I-1,CHUMUCH,CAJAMARCA,CELENDIN,OTROS COMUNIDAD CHUMUCH DISTRITO CHUMUCH PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.19837123,-6.60346578,580,6,CAJAMARCA,3,CELENDIN,2,CHUMUCH,CHUMUCH,60302,CHUMUCH,-6.570579571483123,-78.18705795503254,0.034777764463876815
22918,4698,I-1,SEGUES,CAJAMARCA,CHOTA,OTROS COMUNIDAD SEGUES COMUNIDAD SEGUES COCHABAMBA CHOTA CAJAMARCA,-78.82662,-6.47196,597,6,CAJAMARCA,4,CHOTA,7,COCHABAMBA,COCHABAMBA,60407,COCHABAMBA,-6.483027838660707,-78.85225970740323,0.02792654021433102
1918,7017,I-2,AHUYACA,CAJAMARCA,JAEN,OTROS C.P AHUYACA C.P AHUYACA COLASAY JAEN CAJAMARCA,-79.00256579,-5.93504498,639,6,CAJAMARCA,8,JAEN,4,COLASAY,COLASAY,60804,COLASAY,-5.901052025899031,-78.97945638518134,0.0411043248282182
14323,4760,I-2,CHETILLA,CAJAMARCA,CHOTA,OTROS COMUNIDAD CHETILLA DISTRITO CONCHAN PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.59686376,-6.47654758,598,6,CAJAMARCA,4,CHOTA,8,CONCHAN,CONCHAN,60408,CONCHAN,-6.470609104117881,-78.60245166146207,0.00815414854857638
26115,4516,I-2,OTUTO,CAJAMARCA,CAJABAMBA,OTROS CASERIO CONDEBAMBA S/N NÚMERO S/N DISTRITO CONDEBAMBA PROVINCIA CAJABAMBA DEPARTAMENTO CAJAMARCA,-78.06980719,-7.52745935,577,6,CAJAMARCA,2,CAJABAMBA,3,CONDEBAMBA,CAUDAY,60203,CONDEBAMBA,-7.530122419973073,-78.09113520240439,0.021493628237292867
1451,10276,I-2,POSTA MEDICA ESSALUD CONTUMAZA,CAJAMARCA,NO PERTENECE A NINGUNA RED,JIRÓN JR. JOSE PARDO Nº 616 DISTRITO CONTUMAZA PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.80451335,-7.365567,610,6,CAJAMARCA,5,CONTUMAZA,1,CONTUMAZA,CONTUMAZA,60501,CONTUMAZA,-7.334746134440747,-78.7367953933113,0.07440193150660603
18468,6757,I-1,CANDEN,CAJAMARCA,CELENDIN,OTROS LOCALIDAD CANDEN DISTRITO CORTEGANA PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.30410337,-6.45880937,581,6,CAJAMARCA,3,CELENDIN,3,CORTEGANA,CHIMUCH (CORTEGANA),60303,CORTEGANA,-6.487693638144822,-78.28551672740241,0.03434769612816521
9447,4627,I-2,COSPAN,CAJAMARCA,CAJAMARCA,JIRÓN JR. BOLIVAR S/N S/N JR. BOLIVAR S/N COSPAN CAJAMARCA CAJAMARCA,-78.54295072,-7.42671499,566,6,CAJAMARCA,1,CAJAMARCA,4,COSPAN,COSPAN,60104,COSPAN,-7.453031861989977,-78.51685530281875,0.037061415909268106
2278,6959,I-1,CUNUAT,CAJAMARCA,SOCOTA,OTROS COMUNIDAD DE CUNUAT COMUNIDAD DE CUNUAT CUJILLO CUTERVO CAJAMARCA,-78.54462,-6.11962,621,6,CAJAMARCA,6,CUTERVO,4,CUJILLO,CUJILLO,60604,CUJILLO,-6.116751622775737,-78.55885649264842,0.014522579344911411
9248,4590,I-1,TRINIDAD,CAJAMARCA,CONTUMAZA,JIRÓN JR. CAJAMARCA Nº 131 DISTRITO CUPISNIQUE PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-79.0265153,-7.34802389,612,6,CAJAMARCA,5,CONTUMAZA,3,CUPISNIQUE,TRINIDAD,60503,CUPISNIQUE,-7.373463162233786,-79.06656543590603,0.047446495738631723
7630,6850,I-1,CONDAY,CAJAMARCA,CUTERVO,OTROS LOCALIDAD CONDAY LOCALIDAD CONDAY CUTERVO CUTERVO CAJAMARCA,-78.83738,-6.38125,618,6,CAJAMARCA,6,CUTERVO,1,CUTERVO,CUTERVO,60601,CUTERVO,-6.380199143880152,-78.83300549536361,0.004498954256091237
11529,4492,I-2,LA GRAMA,CAJAMARCA,SAN MARCOS,AVENIDA AV. FUJIMURI S/N NÚMERO S/N DISTRITO EDUARDO VILLANUEVA PROVINCIA SAN MARCOS DEPARTAMENTO CAJAMARCA,-78.12878775,-7.46432594,657,6,CAJAMARCA,10,SAN MARCOS,3,EDUARDO VILLANUEVA,LA GRAMA,61003,EDUARDO VILLANUEVA,-7.441246652965817,-78.14339863956327,0.027315409274553264
21765,4575,I-2,EL PRADO,CAJAMARCA,SAN MIGUEL,DISTRITO EL PRADO,-79.00941,-7.033193,666,6,CAJAMARCA,11,SAN MIGUEL,5,EL PRADO,EL PRADO,61105,EL PRADO,-7.038039308001461,-79.00331840461457,0.007784229928823551
9366,4599,I-1,YERBA BUENA,CAJAMARCA,CAJAMARCA,OTROS COMUNIDAD DE YERBA BUENA DISTRITO ENCAÑADA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA,-78.37325155,-6.99192237,567,6,CAJAMARCA,1,CAJAMARCA,5,ENCAÑADA,ENCAÑADA,60105,ENCAÑADA,-6.98522815524193,-78.40294104106351,0.03043482201093443
5345,4503,I-1,PUESTO DE SALUD ULLILLIN,CAJAMARCA,SAN MARCOS,OTROS LOCALIDAD ULLILLIN DISTRITO GREGORIO PITA PROVINCIA SAN MARCOS DEPARTAMENTO CAJAMARCA,-78.13598169,-7.25759535,658,6,CAJAMARCA,10,SAN MARCOS,4,GREGORIO PITA,PAUCAMARCA,61004,GREGORIO PITA,-7.222072177482906,-78.161240434848,0.04358784207753
5348,4554,I-2,TOTORILLAS,CAJAMARCA,CONTUMAZA,OTROS CASERIO DE TOTORILLAS DISTRITO GUZMANGO PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.93001098,-7.3534676,613,6,CAJAMARCA,5,CONTUMAZA,4,GUZMANGO,GUZMANGO,60504,GUZMANGO,-7.364304037451185,-78.9176888857091,0.016409216445262845
11525,4241,I-3,HUABAL,CAJAMARCA,JAEN,OTROS COMUNIDAD DE HUABAL COMUNIDAD DE HUABAL HUABAL JAEN CAJAMARCA,-78.89963505,-5.61213259,640,6,CAJAMARCA,8,JAEN,5,HUABAL,HUABAL,60805,HUABAL,-5.604925456320518,-78.90585415967001,0.009519459068748326
19723,10270,I-2,POSTA MEDICA DE HUALGAYOC,CAJAMARCA,NO PERTENECE A NINGUNA RED,JIRÓN JR. EMILIO MONTOYA N° 120 DISTRITO HUALGAYOC PROVINCIA HUALGAYOC DEPARTAMENTO CAJAMARCA,-78.60712809,-6.7640298,635,6,CAJAMARCA,7,HUALGAYOC,3,HUALGAYOC,HUALGAYOC,60703,HUALGAYOC,-6.75273178649143,-78.6002550951478,0.013224339963802775
7779,4704,I-3,HUAMBOS,CAJAMARCA,CHOTA,OTROS DISTRITO HUAMBOS DISTRITO HUAMBOS HUAMBOS CHOTA CAJAMARCA,-78.96331205,-6.45221694,599,6,CAJAMARCA,4,CHOTA,9,HUAMBOS,HUAMBOS,60409,HUAMBOS,-6.443692593489247,-78.97040145793493,0.011087118124345758
12206,4284,I-3,EL PORVENIR DE HUARANGO,CAJAMARCA,SAN IGNACIO,OTROS DISTRITO EL HUARANGO DISTRITO EL HUARANGO HUARANGO SAN IGNACIO CAJAMARCA,-78.75058,-5.16398,650,6,CAJAMARCA,9,SAN IGNACIO,3,HUARANGO,HUARANGO,60903,HUARANGO,-5.09652405211401,-78.71529057820497,0.07612915470320675
25093,4471,I-1,SANTA ROSA DE HUASMIN,CAJAMARCA,CELENDIN,OTROS CASERIO SANTA ROSA S/N S/N CASERIO SANTA ROSA S/N HUASMIN CELENDIN CAJAMARCA,-78.31676744,-6.84836433,582,6,CAJAMARCA,3,CELENDIN,4,HUASMIN,HUASMIN,60304,HUASMIN,-6.828301323385775,-78.32562772354204,0.021932370114688696
12163,4490,I-1,PUESTO DE SALUD POMARONGO,CAJAMARCA,SAN MARCOS,OTROS CAMINO REAL S/N NÚMERO S/N DISTRITO CHANCAY PROVINCIA SAN MARCOS DEPARTAMENTO CAJAMARCA,-78.06887621,-7.41290977,656,6,CAJAMARCA,10,SAN MARCOS,5,ICHOCAN,ICHOCAN,61005,ICHOCAN,-7.406084236084644,-78.05979325503557,0.011361689316095401
26418,4214,I-1,LAS NARANJAS,CAJAMARCA,JAEN,OTROS COMUNIDAD DE LAS NARANJAS COMUNIDAD DE LAS NARANJAS JAEN JAEN CAJAMARCA,-78.846347,-5.745295,636,6,CAJAMARCA,8,JAEN,1,JAEN,JAEN,60801,JAEN,-5.770178526822774,-78.85255115664602,0.025645301067215312
7776,4635,I-1,EL CARMEN,CAJAMARCA,CAJAMARCA,OTROS COMUNIDAD EL CARMEN DISTRITO JESUS PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA,-78.32248816,-7.3008959,568,6,CAJAMARCA,1,CAJAMARCA,6,JESUS,JESUS,60106,JESUS,-7.298307992783807,-78.36664819792553,0.04423580239289406
5395,4487,I-1,JORGE CHAVEZ,CAJAMARCA,CELENDIN,JIRÓN JR. EL COMERCIO S/N NÚMERO S/N DISTRITO JORGE CHAVEZ PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.09407559,-6.94080369,583,6,CAJAMARCA,3,CELENDIN,5,JORGE CHAVEZ,LUCMAPAMPA,60305,JORGE CHAVEZ,-6.93951656771669,-78.06949244345488,0.024616819003099016
21961,4488,I-2,JOSE GALVEZ,CAJAMARCA,CELENDIN,JIRÓN JR. EL RECUERDO N° 105 DISTRITO JOSE GALVEZ PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.13082021,-6.9295306,584,6,CAJAMARCA,3,CELENDIN,6,JOSE GALVEZ,HUACAPAMPA,60306,JOSE GALVEZ,-6.919895067629336,-78.15877251548687,0.029566448317270486
17648,4494,I-2,PUESTO DE SALUD SHIRAC,CAJAMARCA,SAN MARCOS,JIRÓN JR. 11 DE DICIEMBRE S/N S/N JR. 11 DE DICIEMBRE S/N JOSE MANUEL QUIROZ SAN MARCOS CAJAMARCA,-78.0465152,-7.34880313,660,6,CAJAMARCA,10,SAN MARCOS,6,JOSE MANUEL QUIROZ,SHIRAC,61006,JOSE MANUEL QUIROZ,-7.35601711617239,-78.02097097011375,0.026543347132135547
16413,4498,I-2,LICLICONGA,CAJAMARCA,SAN MARCOS,OTROS CENTRO POBLADO LICLICONGA S/N NÚMERO S/N DISTRITO JOSE SABOGAL PROVINCIA SAN MARCOS DEPARTAMENTO CAJAMARCA,-77.91045089,-7.27189469,661,6,CAJAMARCA,10,SAN MARCOS,7,JOSE SABOGAL,VENECIA,61007,JOSE SABOGAL,-7.226790322303838,-77.96818616001592,0.07326503524247238
21404,4290,I-3,RUMIPITE,CAJAMARCA,SAN IGNACIO,OTROS COMUNIDAD DE RUMIPITE COMUNIDAD DE RUMIPITE LA COIPA SAN IGNACIO CAJAMARCA,-78.97517,-5.38766,651,6,CAJAMARCA,9,SAN IGNACIO,4,LA COIPA,LA COIPA,60904,LA COIPA,-5.38963741943043,-78.97348368601949,0.002598815584976921
9451,4827,I-1,MIRAFLORES,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD MIRAFLORES DISTRITO LA ESPERANZA PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.8365381,-6.60928969,683,6,CAJAMARCA,13,SANTA CRUZ,5,LA ESPERANZA,LA ESPERANZA,61305,LA ESPERANZA,-6.62091640748167,-78.85937972057158,0.025630454341168923
12164,4556,I-3,LA FLORIDA,CAJAMARCA,SAN MIGUEL,OTROS DISTRITO LA FLORIDA DISTRITO LA FLORIDA PROVINCIA SAN MIGUEL DEPARTAMENTO CAJAMARCA,-79.12444358,-6.87032866,667,6,CAJAMARCA,11,SAN MIGUEL,6,LA FLORIDA,LA FLORIDA,61106,LA FLORIDA,-6.868881427325543,-79.14883383226443,0.02443315141229834
8144,4481,I-2,LA LIBERTAD DE PALLAN,CAJAMARCA,CELENDIN,JIRÓN JR. MIGUEL IGLESIAS CUADRA 5 JR. MIGUEL IGLESIAS CUADRA 5 LA LIBERTAD DE PALLAN CELENDIN CAJAMARCA,-78.28244339,-6.72624062,590,6,CAJAMARCA,3,CELENDIN,12,LA LIBERTAD DE PALLAN,LA LIBERTAD DE PALLAN,60312,LA LIBERTAD DE PALLAN,-6.708803299227402,-78.28608939873769,0.01781441931250594
13976,7179,I-1,CHACRERIAS,CAJAMARCA,SOCOTA,OTROS COMUNIDAD DE CHACRERIAS COMUNIDAD DE CHACRERIAS LA RAMADA CUTERVO CAJAMARCA,-78.57731333,-6.22945167,622,6,CAJAMARCA,6,CUTERVO,5,LA RAMADA,LA RAMADA,60605,LA RAMADA,-6.230898091099231,-78.56969883536429,0.007750655620878396
10767,4685,I-1,LA SINRRA,CAJAMARCA,CHOTA,OTROS COMUNIDAD LA SINRRA DISTRITO LAJAS PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.73645,-6.57357,600,6,CAJAMARCA,4,CHOTA,10,LAJAS,LAJAS,60410,LAJAS,-6.574491015719826,-78.72756806509733,0.008929559763589858
13022,4245,I-3,LAS PIRIAS DE JAEN,CAJAMARCA,JAEN,PLAZA PLAZA DE ARMAS PIRIAS S/N S/N PLAZA DE ARMAS PIRIAS S/N LAS PIRIAS JAEN CAJAMARCA,-78.8524157,-5.62707293,641,6,CAJAMARCA,8,JAEN,6,LAS PIRIAS,LAS PIRIAS,60806,LAS PIRIAS,-5.636341962042768,-78.84958991537201,0.009690201946999434
22304,4604,I-2,LLACANORA,CAJAMARCA,CAJAMARCA,OTROS PROLG. CATARATAS N° 311 PROLG. CATARATAS N° 311 LLACANORA CAJAMARCA CAJAMARCA,-78.42567616,-7.19224192,569,6,CAJAMARCA,1,CAJAMARCA,7,LLACANORA,LLACANORA,60107,LLACANORA,-7.189598635181219,-78.41184104232502,0.014085362462980054
13902,4766,I-1,MAICHIL,CAJAMARCA,CHOTA,OTROS COMUNIDAD MAICHIL DISTRITO LLAMA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-79.18481411,-6.51372806,601,6,CAJAMARCA,4,CHOTA,11,LLAMA,LLAMA,60411,LLAMA,-6.539008709903909,-79.17288948460461,0.027951886347516844
1346,7083,I-1,PABELLON CHICO,CAJAMARCA,SAN MIGUEL,OTROS COMUNIDAD PABELLON CHICO DISTRITO LLAPA PROVINCIA SAN MIGUEL DEPARTAMENTO CAJAMARCA,-78.75323,-6.89316,668,6,CAJAMARCA,11,SAN MIGUEL,7,LLAPA,LLAPA,61107,LLAPA,-6.891368966467351,-78.74868872486786,0.004881698571283515
4380,4650,I-1,HUACATAZ,CAJAMARCA,CAJAMARCA,OTROS COMUNIDAD DE HUACATAZ DISTRITO LOS BAÑOS DEL INCA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA,-78.429987,-7.078862,570,6,CAJAMARCA,1,CAJAMARCA,8,LOS BAÑOS DEL INCA,LOS BAÑOS DEL INCA,60108,LOS BAÑOS DEL INCA,-7.090123121733361,-78.45597511219698,0.028323044297119872
