,id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo,ind,CCDD,NOMBDEP,CCPP,NOMBPROV,CCDI,NOMBDIST,CAPITAL,UBIGEO,IDPROV,CODIGO,CNT_CCPP,DESCRIPCIO,Centroid_Latitude,Centroid_Longitude,distancia,travel_time_best_guess,travel_distance_best_guess,travel_time_pessimistic,travel_distance_pessimistic,travel_time_optimistic,travel_distance_optimistic
115,14321,4579,I-1,POLAN,CAJAMARCA,SAN PABLO,OTROS LOCALIDAD DE POLAN DISTRITO SAN BERNARDINO PROVINCIA SAN PABLO DEPARTAMENTO CAJAMARCA,-78.76941805,-7.15555602,676,1,6,CAJAMARCA,12,SAN PABLO,2,SAN BERNARDINO,SAN BERNARDINO,61202,612,61202,26,SAN BERNARDINO,-7.174980674339086,-78.78564955844057,0.02531361417200702,4435.0,29982.0,4435.0,29982.0,4435.0,29982.0
116,5349,4585,I-1,SAN LUIS BAJO - GRANDE,CAJAMARCA,SAN PABLO,JIRÓN JR. LIMA S/N NÚMERO S/N DISTRITO SAN LUIS PROVINCIA SAN PABLO DEPARTAMENTO CAJAMARCA,-78.8690618,-7.1566476,677,1,6,CAJAMARCA,12,SAN PABLO,3,SAN LUIS,SAN LUIS GRANDE,61203,612,61203,9,SAN LUIS,-7.159045931055743,-78.8730841197766,0.004683059709019587,0.0,0.0,0.0,0.0,0.0,0.0
117,5766,4610,I-1,EL REGALADO,CAJAMARCA,SAN PABLO,OTROS COMUNIDAD EL REGALADO DISTRITO TUMBADEN PROVINCIA SAN PABLO DEPARTAMENTO CAJAMARCA,-78.67149,-6.95964,678,1,6,CAJAMARCA,12,SAN PABLO,4,TUMBADEN,TUMBADEN,61204,612,61204,21,TUMBADEN,-6.987533031711155,-78.67619782431038,0.028287538383125456,330.0,3080.0,330.0,3080.0,330.0,3080.0
118,19454,4813,I-4,SANTA CRUZ,CAJAMARCA,SANTA CRUZ,AVENIDA AV. ZARUMILLA S/N NÚMERO S/N DISTRITO SANTA CRUZ PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.943336,-6.630679,679,1,6,CAJAMARCA,13,SANTA CRUZ,1,SANTA CRUZ,SANTA CRUZ DE SUCCHABAMBA,61301,613,61301,52,SANTA CRUZ,-6.627556466156622,-78.94191466046652,0.0034308051055795415,90.0,453.0,90.0,453.0,90.0,453.0
119,10078,4818,I-2,ANDABAMBA,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD ANDABAMBA DISTRITO ANDABAMBA PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.81947,-6.66291,680,1,6,CAJAMARCA,13,SANTA CRUZ,2,ANDABAMBA,ANDABAMBA,61302,613,61302,11,ANDABAMBA,-6.664009037035801,-78.80972226391866,0.009809497495665353,973.0,5489.0,973.0,5489.0,973.0,5489.0
120,19453,4777,I-1,MACUACO,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD MACUACO DISTRITO CATACHE PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-79.04854,-6.75689,681,1,6,CAJAMARCA,13,SANTA CRUZ,3,CATACHE,CATACHE,61303,613,61303,80,CATACHE,-6.749358435052559,-79.07690654224525,0.029349364379985452,,,,,,
121,8900,4824,I-1,BAÑOS CHANCAY,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD BAÑOS CHANCAY DISTRITO CHANCAYBAÑOS PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.88959899,-6.55025775,682,1,6,CAJAMARCA,13,SANTA CRUZ,4,CHANCAYBAÑOS,CHANCAYBAÑOS,61304,613,61304,34,CHANCAYBAÑOS,-6.555963298481807,-78.87793669351107,0.012983159972586015,742.0,4862.0,742.0,4862.0,742.0,4862.0
122,9451,4827,I-1,MIRAFLORES,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD MIRAFLORES DISTRITO LA ESPERANZA PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.8365381,-6.60928969,683,1,6,CAJAMARCA,13,SANTA CRUZ,5,LA ESPERANZA,LA ESPERANZA,61305,613,61305,33,LA ESPERANZA,-6.62091640748167,-78.85937972057158,0.025630454341168923,870.0,5397.0,870.0,5397.0,870.0,5397.0
123,15528,6841,I-1,ACHIRAMAYO,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD ACHIRAMAYO DISTRITO NINABAMBA PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.76768,-6.67817,684,1,6,CAJAMARCA,13,SANTA CRUZ,6,NINABAMBA,NINABAMBA,61306,613,61306,15,NINABAMBA,-6.695731296328825,-78.76868982762464,0.01759030643793053,8106.0,47634.0,8106.0,47634.0,8106.0,47634.0
124,24910,4830,I-3,PULAN,CAJAMARCA,SANTA CRUZ,OTROS GNRL. CABREJOS S/N NÚMERO S/N DISTRITO PULAN PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.92323,-6.73994,685,1,6,CAJAMARCA,13,SANTA CRUZ,7,PULAN,PULAN,61307,613,61307,31,PULAN,-6.746564193315141,-78.92116181232358,0.006939548785136702,281.0,1371.0,281.0,1371.0,281.0,1371.0
125,18932,4833,I-2,SAUCEPAMPA,CAJAMARCA,SANTA CRUZ,OTROS CALL. 17 DE JULIO DISTRITO SAUCEPAMPA PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.916056,-6.69143542,686,1,6,CAJAMARCA,13,SANTA CRUZ,8,SAUCEPAMPA,SAUCEPAMPA,61308,613,61308,10,SAUCEPAMPA,-6.682860526811872,-78.9084686522991,0.011449744028668348,253.0,1740.0,253.0,1740.0,253.0,1740.0
126,5471,4710,I-1,SEXI,CAJAMARCA,SANTA CRUZ,CALLE CALLE EL PROGRESO S/N NÚMERO S/N DISTRITO SEXI PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-79.05109564,-6.56318719,687,1,6,CAJAMARCA,13,SANTA CRUZ,9,SEXI,SEXI,61309,613,61309,35,SEXI,-6.585582547393862,-79.0363532251021,0.026812139597960555,190.0,1546.0,190.0,1546.0,190.0,1546.0
127,22920,4834,I-2,UTICYACU,CAJAMARCA,SANTA CRUZ,OTROS DISTRITO UTICYACU DISTRITO UTICYACU PROVINCIA SANTA CRUZ DEPARTAMENTO CAJAMARCA,-78.79456398,-6.60602069,688,1,6,CAJAMARCA,13,SANTA CRUZ,10,UTICYACU,UTICYACU,61310,613,61310,10,UTICYACU,-6.614700237533157,-78.79053750141917,0.009568023575550436,230.0,1486.0,230.0,1486.0,230.0,1486.0
128,5353,4836,I-1,PUCHUDEN,CAJAMARCA,SANTA CRUZ,OTROS COMUNIDAD PUCHUDEN COMUNIDAD PUCHUDEN YAUYUCAN SANTA CRUZ CAJAMARCA,-78.85784368,-6.69074851,689,1,6,CAJAMARCA,13,SANTA CRUZ,11,YAUYUCAN,YAUYUCAN,61311,613,61311,18,YAUYUCAN,-6.682859653400819,-78.84943957704252,0.011526621576265836,302.0,2194.0,302.0,2194.0,302.0,2194.0
129,21617,4552,I-2,JAGUEY,CAJAMARCA,CONTUMAZA,AVENIDA AV. CAJAMARCA S/N NÚMERO S/N DISTRITO SAN BENITO PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.94018339,-7.61443072,614,1,13,LA LIBERTAD,11,GRAN CHIMU,1,CASCAS,CASCAS,131101,1311,131101,150,CASCAS,-7.501507538534319,-78.76394795430816,0.209309755400513,9186.0,102991.0,9186.0,102991.0,9186.0,102991.0
