Job Title;Description;District;Work Mode
Docente de Data Science - Modalidad Virtual;"Somos VISIVA, holding educativo de CERTUS, UCAL | Universidad de Ciencias y Artes de América Latina y Toulouse Lautrec, tenemos el propósito de llenar el mundo de personas que lo mejoren.
En Toulouse Lautrec de Educación Continua (PEC) Lima, estamos en la búsqueda de profesionales con experiencia para dictar el siguiente el programa en modalidad virtual:
DATA SCIENCE
Perfil
Profesional de la carrera de Ingeniería informática, administración, ciencia de datos, sistemas o afines.(Registrado en Minedu o Sunedu)
Contar con dominio en el uso y metodologías de análisis de datos, dominio de Python, SQL y librerías de análisis/visualización.
Capacidad para guiar proyectos prácticos e integradores en entornos educativos.
Contar con mínimo de 3 años de experiencia en el análisis de datos.
Disponibilidad Virtual: Lunes y Miércoles y/o Martes y Jueves de (8:00pm a 10:30pm)
VISIVA mantiene una política de contratación inclusiva por lo que invita a todas las personas a participar en el proceso de selección de la referencia.
¡Te esperamos en nuestro equipo!";Lima, Lima, Peru;Remoto
